protocol,mechanisms,seed,features,model,accuracy,bal_acc,eer,auc,fold
P2_random_kfold,M2,2,Transfer(GNB+NMF),KNC,92.20779220779221,92.20779220779221,6.935064935064935,0.9740858492157194,3.0
P2_random_kfold,M2,2,MFCC,GNB,65.94805194805194,65.94805194805194,33.5974025974026,0.7363408331927812,4.0
P2_random_kfold,M2,2,MFCC,LR,80.6103896103896,80.6103896103896,19.4025974025974,0.8840536346770113,4.0
P2_random_kfold,M2,2,MFCC,RF,90.45454545454545,90.45454545454545,9.818181818181817,0.9657179288244223,4.0
P2_random_kfold,M2,2,MFCC,KNC,94.1948051948052,94.19480519480518,4.103896103896106,0.9849230898971157,4.0
P2_random_kfold,M2,2,Transfer(GNB+NMF),GNB,70.35064935064935,70.35064935064935,28.974025974025974,0.8001424860853432,4.0
P2_random_kfold,M2,2,Transfer(GNB+NMF),LR,77.31168831168831,77.31168831168831,22.597402597402592,0.8571348288075561,4.0
P2_random_kfold,M2,2,Transfer(GNB+NMF),RF,85.7012987012987,85.7012987012987,14.2987012987013,0.938845808736718,4.0
P2_random_kfold,M2,2,Transfer(GNB+NMF),KNC,91.1038961038961,91.1038961038961,8.012987012987013,0.9688023950075897,4.0
P3_presplit_smote_kfold,M1+M2,2,MFCC,GNB,67.03025581093365,67.02960270059725,32.59317026780024,0.7398673982470398,0.0
P3_presplit_smote_kfold,M1+M2,2,MFCC,LR,81.00246721205039,81.00241461991658,19.140371703082685,0.8899932889753714,0.0
P3_presplit_smote_kfold,M1+M2,2,MFCC,RF,94.03973509933775,94.03937584098581,6.362810131961,0.9817725873191985,0.0
P3_presplit_smote_kfold,M1+M2,2,MFCC,KNC,93.37748344370861,93.37665710036522,2.921723822788482,0.9828237563527099,0.0
